,close
1806,113576.24
1807,113666.61
1808,113564.02
1809,113536.0
1810,113584.05
1811,113617.81
1812,113620.81
1813,113600.01
1814,113645.99
1815,113655.98
1816,113745.99
1817,113732.48
1818,113792.63
1819,113796.0
1820,113764.01
1821,113805.42
1822,113581.07
1823,113369.56
1824,113506.0
1825,113660.42
1826,113614.18
1827,113214.0
1828,113382.0
1829,113449.0
1830,113317.53
1831,113280.0
1832,113184.0
1833,113173.16
1834,113130.0
1835,113173.11
1836,113171.56
1837,113124.12
1838,113096.65
1839,113062.0
1840,113082.77
1841,113058.24
1842,113080.1
1843,113030.97
1844,113066.0
1845,113063.25
1846,112980.01
1847,112962.01
1848,112919.39
1849,112847.99
1850,112894.0
1851,112779.83
1852,113103.37
1853,113004.36
1854,112920.01
1855,113044.0
1856,113080.0
1857,113208.01
1858,113242.01
1859,113141.05
1860,113153.19
1861,113028.17
1862,112997.35
1863,113041.4
1864,113070.04
1865,113136.71
1866,113065.34
1867,113107.99
1868,113250.01
1869,113290.01
1870,113356.15
1871,113273.2
1872,113199.99
